,ID_DELEGACIA,NOME_DEPARTAMENTO,NOME_SECCIONAL,NOME_DELEGACIA,CIDADE,ANO_BO,NUM_BO,DESCR_SOLUCAO,DESCR_PROVIDENCIA,NOME_DEPARTAMENTO_CIRC,NOME_SECCIONAL_CIRC,NOME_DELEGACIA_CIRC,NOME_MUNICIPIO_CIRC,DESCR_TIPO_BO,DATA_OCORRENCIA_BO,HORA_OCORRENCIA_BO,DESCRICAO_APRESENTACAO,DATAHORA_REGISTRO_BO,DATA_COMUNICACAO_BO,DATAHORA_IMPRESSAO_BO,DESCR_PERIODO,AUTORIA_BO,FLAG_INTOLERANCIA,TIPO_INTOLERANCIA,FLAG_FLAGRANTE,FLAG_STATUS,RUBRICA,DESCR_CONDUTA,DESDOBRAMENTO,BAIRRO,DESCR_TIPOLOCAL,DESCR_SUBTIPOLOCAL,CEP,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,CONT_OBJETO,DESCR_MODO_OBJETO,DESCR_TIPO_OBJETO,DESCR_SUBTIPO_OBJETO,DESCR_UNIDADE,QUANTIDADE_OBJETO
16405528,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,502838,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-03-14,,,2013-05-15 02:45:00,2013-05-14,2013-05-15 02:44:32.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Industrial,Outros,Outros,,Super Mercado Shibata,343,,,8,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16406648,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,510738,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-04-25,,,2013-05-16 18:40:00,2013-05-16,2013-05-16 18:40:00.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Vitoria,Outros,Outros,,Av Japao,909,"-23,5382569923229","-46,2035100133474",1,SUBTRAÍDO                               ,Documentos                              ,Folha de cheque                                             ,Unidade   ,1.0
16407242,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,515154,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-15,,,2013-05-17 23:10:00,2013-05-17,2013-05-17 23:10:02.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Socorro,Outros,Outros,,Av. São Paulo,180,"-23,4814585983459","-46,0879128901749",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16408523,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,519888,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-19,,,2013-05-20 00:44:00,2013-05-19,2013-05-20 00:43:54.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,,Av. Cívica,0,,,1,SUBTRAÍDO                               ,Documentos                              ,Carteira Nacional de Habilitação - CNH                      ,Unidade   ,1.0
16408524,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,519888,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-19,,,2013-05-20 00:44:00,2013-05-19,2013-05-20 00:43:54.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,,Av. Cívica,0,,,2,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário e de crédito                                ,Unidade   ,1.0
16408525,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,519888,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-19,,,2013-05-20 00:44:00,2013-05-19,2013-05-20 00:43:54.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,,Av. Cívica,0,,,3,SUBTRAÍDO                               ,Documentos                              ,Outros-Documentos                                           ,Unidade   ,1.0
16408526,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,519888,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-19,,,2013-05-20 00:44:00,2013-05-19,2013-05-20 00:43:54.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,,Av. Cívica,0,,,4,SUBTRAÍDO                               ,Documentos                              ,Outros-Documentos                                           ,Unidade   ,1.0
16408527,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,519888,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-19,,,2013-05-20 00:44:00,2013-05-19,2013-05-20 00:43:54.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,,Av. Cívica,0,,,5,SUBTRAÍDO                               ,Documentos                              ,Carteira de associado de plano de saúde                     ,Unidade   ,1.0
16408528,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,519888,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-19,,,2013-05-20 00:44:00,2013-05-19,2013-05-20 00:43:54.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,,Av. Cívica,0,,,6,SUBTRAÍDO                               ,Documentos                              ,Carteira de estudante-Documentos                            ,Unidade   ,1.0
16408586,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,520114,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,04º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-19,,,2013-05-20 01:58:00,2013-05-19,2013-05-20 01:57:31.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,são joão,Outros,Outros,,são joão,516,"-23,5478391269706","-46,2356574975661",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16408959,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,521614,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-18,,,2013-05-20 10:35:00,2013-05-20,2013-05-20 10:35:28.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,RUA MARECHAL DEODORO,83,"-23,5254027743875","-46,1881161763098",1,SUBTRAÍDO                               ,Documentos                              ,Carteira Nacional de Habilitação - CNH                      ,Unidade   ,1.0
16408960,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,521614,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-18,,,2013-05-20 10:35:00,2013-05-20,2013-05-20 10:35:28.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,RUA MARECHAL DEODORO,83,"-23,5254027743875","-46,1881161763098",2,SUBTRAÍDO                               ,Documentos                              ,Certificado de Registro e Licenciamento de Veículo -        ,Unidade   ,1.0
16410805,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,534161,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-06,,,2013-05-22 16:20:00,2013-05-22,2013-05-22 16:19:40.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,VILA OLIVEIRA,Outros,Outros,, RUA LUIZ DA SILVA PIRES,405,"-23,5272768438069","-46,1785497761176",1,SUBTRAÍDO                               ,Documentos                              ,Certificado de Registro e Licenciamento de Veículo -        ,Unidade   ,1.0
16411219,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,537875,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-22,,,2013-05-23 14:31:00,2013-05-23,2013-05-23 14:30:46.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,Rua capitão amado,0,,,1,SUBTRAÍDO                               ,Documentos                              ,Outros-Documentos                                           ,Unidade   ,1.0
16411612,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,541138,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-16,,,2013-05-24 10:27:00,2013-05-24,2013-05-24 10:27:02.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,Mogi das Cruzes,100,,,1,SUBTRAÍDO                               ,Documentos                              ,Cartao de identificação de contribuinte - CIC               ,Unidade   ,1.0
16412971,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,549574,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-25,,,2013-05-27 10:09:00,2013-05-27,2013-05-27 10:08:39.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,CENTRO,Outros,Outros,,VOL. FERNANDO PINHEIRO FRANCO,253,"-23,5244670127705","-46,1970967655647",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16412972,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,549574,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-25,,,2013-05-27 10:09:00,2013-05-27,2013-05-27 10:08:39.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,CENTRO,Outros,Outros,,VOL. FERNANDO PINHEIRO FRANCO,253,"-23,5244670127705","-46,1970967655647",2,SUBTRAÍDO                               ,Documentos                              ,Cartao de identificação de contribuinte - CIC               ,Unidade   ,1.0
16413081,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,550540,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-26,,,2013-05-27 13:16:00,2013-05-27,2013-05-27 13:15:37.000000,DE MADRUGADA        ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,vila jundiai,Outros,Outros,,Av Francisco Ferreira Lopes,2378,"-23,5399788596442","-46,2292340121015",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16413082,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,550540,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-26,,,2013-05-27 13:16:00,2013-05-27,2013-05-27 13:15:37.000000,DE MADRUGADA        ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,vila jundiai,Outros,Outros,,Av Francisco Ferreira Lopes,2378,"-23,5399788596442","-46,2292340121015",2,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário e de crédito                                ,Unidade   ,1.0
16413083,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,550540,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-26,,,2013-05-27 13:16:00,2013-05-27,2013-05-27 13:15:37.000000,DE MADRUGADA        ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,vila jundiai,Outros,Outros,,Av Francisco Ferreira Lopes,2378,"-23,5399788596442","-46,2292340121015",3,SUBTRAÍDO                               ,Documentos                              ,Outros-Documentos                                           ,Unidade   ,1.0
16413084,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,550540,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-26,,,2013-05-27 13:16:00,2013-05-27,2013-05-27 13:15:37.000000,DE MADRUGADA        ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,vila jundiai,Outros,Outros,,Av Francisco Ferreira Lopes,2378,"-23,5399788596442","-46,2292340121015",4,SUBTRAÍDO                               ,Documentos                              ,Certidão de nascimento                                      ,Unidade   ,1.0
16413085,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,550540,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-26,,,2013-05-27 13:16:00,2013-05-27,2013-05-27 13:15:37.000000,DE MADRUGADA        ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,vila jundiai,Outros,Outros,,Av Francisco Ferreira Lopes,2378,"-23,5399788596442","-46,2292340121015",5,SUBTRAÍDO                               ,Documentos                              ,Outros-Documentos                                           ,Unidade   ,1.0
16413865,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2013,556709,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2013-05-25,,,2013-05-28 16:46:00,2013-05-28,2013-05-28 16:45:34.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Mogi das Cruzes,Outros,Outros,,Praça Oswaldo Cruz,0,,,1,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário                                             ,Unidade   ,1.0
